row;value_x;value_y;value_z
47440;32877499;54661027;19273134
47441;89615121;15991265;15388552
47442;44999298;48792925;89908798
47443;78393765;78221216;15113877
47444;59319567;10550711;31280093
47445;57249952;81896913;97722327
47446;53758786;79992017;32708509
47447;62386447;81710339;16593033
47448;91757790;95312813;4617192
47449;52614068;66331045;4237116
47450;16536362;87404737;85315243
47451;3746940;84466521;13197629
47452;87171573;54708172;72407845
47453;54638169;56514117;68558956
47454;34578951;77346508;35520180
47455;84976450;94775406;21438065
47456;40971349;20163846;77302803
47457;78119219;2313506;17149380
47458;35122069;80659685;28064681
47459;79134556;49565611;35160227
47460;23514570;6745355;68014567
47461;7318848;7159489;34453999
47462;50127890;3184109;28989296
47463;44097960;35099966;77085192
47464;65082715;85812039;11677105
47465;25775860;79661573;12592926
47466;14556471;86348662;28498046
47467;41517758;61308940;51116928
47468;45709189;86189135;74060466
47469;47976318;93733417;56746087
47470;34197797;58513362;79045293
47471;34840055;25770555;53442392
47472;57307809;3258261;77376233
47473;61915975;59781627;22885398
47474;40750634;38344845;60514298
47475;33700475;3752840;16174310
47476;91420295;62932644;36719213
47477;3782597;31868781;15093618
47478;42767436;31323708;97720424
47479;89083208;75521877;66798858
47480;64153072;86125636;14050326
47481;37496972;77318794;50115089
47482;58359809;40527508;56227097
47483;72381628;17693387;6786208
47484;23145639;96551819;23082871
47485;54824747;35246438;45295621
47486;25816379;11227897;43167865
47487;66010359;79302298;71969396
47488;21773961;23883401;8886289
47489;29389755;21078844;27550200
47490;58162733;6698963;43936855
47491;36129303;45234317;1389876
47492;91295308;86866617;44718652
47493;92248974;52676578;36945293
47494;27288896;64979096;62288728
47495;30176495;58504823;95767121
47496;29730986;69337724;98218629
47497;98688665;88822085;34808783
47498;40812599;64498062;49150385
47499;97872999;54783420;16644109
47500;70902450;92978216;65409580
47501;73481853;1068814;3518335
47502;12425110;94520349;16074112
47503;55396756;38310303;30640697
47504;56776858;97307725;88665487
47505;92358648;39789184;31846846
47506;1482558;40051133;14842913
47507;52290060;82233546;88061780
47508;17418282;53266281;82133442
47509;75226339;35940565;13309783
47510;87730225;53069787;78403823
47511;87654977;3146635;89488750
47512;91619047;36066809;62242078
47513;87271419;57128671;96051789
47514;3096212;2810406;12667883
47515;16685595;47562068;31022544
47516;10415822;88632541;79330025
47517;5321543;67519272;89343409
47518;88572932;42439959;12142267
47519;48474381;18725955;53282056
47520;72801513;6011300;539800
47521;85560893;20538628;61570514
47522;73372337;54348833;37813569
47523;32793851;63348771;60024940
47524;86350807;77245515;1657183
47525;21033502;79553951;65157732
47526;42037379;90332748;60282524
47527;30782395;33107804;90530023
47528;39598621;24079372;74643736
47529;4671425;29140675;91853143
47530;52671152;82210662;94606876
47531;34371689;66222292;20408279
47532;77301175;56218512;62740677
47533;68909750;20987062;74589397
47534;36328886;39531372;27800974
47535;2856595;92951650;84033728
47536;80014965;10472958;21032422
47537;79205497;41620137;84210146
47538;16753615;41672773;45030883
47539;70145986;27302567;43286658
47540;93686189;81337894;68333378
47541;39815766;71130226;28477340
47542;8396669;63693432;16861235
47543;55332176;25361012;83104354
47544;66583369;23941989;80636455
47545;31879582;24044896;6837574
47546;86257887;71717394;61871553
47547;7698758;73265468;21159061
47548;85118507;18805768;44628682
47549;29045173;46214451;6271251
47550;11868136;64398771;11981910
47551;60825572;90956691;62604910
47552;42063691;13032646;58645024
47553;57757823;12668528;58930159
47554;59374769;78002276;78958296
47555;28471938;26893478;8011962
47556;67000474;4764715;41288158
47557;68209907;40072555;19069219
47558;32910126;88772921;87721469
47559;2608731;26569217;19178907
47560;71369270;1044529;67445854
47561;39159181;65503403;91027833
47562;49137410;77528339;30085759
47563;39174623;90055088;69311927
47564;97031931;12101682;41259439
47565;39075393;47179500;90298074
47566;83766383;8450337;42044009
47567;13597340;78292879;37515257
47568;68152955;62087298;73330903
47569;48968911;9325560;16854756
47570;27580039;94431012;72388053
47571;7283637;37306638;16446417
47572;1841028;55360616;51895969
47573;26656786;90431700;12236085
47574;11111234;95772920;31949294
47575;78590024;82010540;42854229
47576;86881242;22534021;77115665
47577;23079626;92477126;24145618
47578;4282803;52291667;11717264
47579;64253279;5390943;32525230
47580;4452392;23149153;23355642
47581;44003638;21824122;36359441
47582;25897830;71140396;75110856
47583;27597904;43469427;65579949
47584;7307739;49405129;1322557
47585;77924395;77365726;63416410
47586;11766223;32904410;34008476
47587;55826165;51714721;33326348
47588;53189362;66457445;11266197
47589;62820339;51206116;82983342
47590;76638122;61523527;84562984
47591;70344265;40114021;9590847
47592;65515640;28603191;11636089
47593;61678443;3476412;97221815
47594;61205202;94881691;85302368
47595;74568322;92427648;96785944
47596;66200448;1908246;62077919
47597;26956435;2059998;97513143
47598;21419137;12301201;66265050
47599;10883787;74803067;5691775
47600;81230410;29423259;50800677
47601;3469105;17867793;51225354
47602;6207227;41956172;86708552
47603;1744912;51032929;83490126
47604;78090831;49600701;93463784
47605;79697600;25102475;6868700
47606;33017330;2904948;46419084
47607;39734624;29819557;43572279
47608;18471089;78157201;88370485
47609;5462229;84583476;74502005
47610;23541639;37845508;64529315
47611;53089990;78215372;25027648
47612;94138642;11973384;62449441
47613;45764417;33248852;27119268
47614;15864851;25159069;83787676
47615;19399959;6337420;68851386
47616;79924525;78103494;72785514
47617;74785412;64634814;63282267
47618;41067732;49881121;46659256
47619;91753099;72777188;49918698
47620;53776994;66816985;10543317
47621;33049255;79776343;71935933
47622;70269201;83302453;49784864
47623;44241076;15342632;43907375
47624;85139688;5285282;73342463
47625;15185134;58819771;3274912
47626;59860261;18830355;22103442
47627;81479412;4034210;91009499
47628;45981813;31990425;53973598
47629;39058382;65565898;20871599
47630;8720654;80366805;46444074
47631;11222586;16316222;52792103
47632;23978380;56868972;83161916
47633;38868110;15872259;66643704
47634;94537827;77817558;32267837
47635;122741;67501284;85421293
47636;8935580;28262211;67442465
47637;51979901;15975862;51405026
47638;68511563;45078635;64529481
47639;86957246;62202995;10156196
47640;71616962;2115008;37611444
47641;8621791;35690835;92521172
47642;98029618;76733593;70602784
47643;65458313;91943097;2094035
47644;87646515;9548567;72543411
47645;78360361;49692753;90688824
47646;39261934;86657193;70146954
47647;91651398;37389282;90492461
47648;43420683;62300476;88877131
47649;3033248;32322644;25230580
47650;88444935;19837929;66331102
47651;21752503;68740349;55757232
47652;54713808;42763627;94371704
47653;6309559;71481088;52679022
47654;90039971;64706965;71133125
47655;36274630;55482076;40795357
47656;17469590;79019688;64824961
47657;88172882;40471651;31274085
47658;11350145;57586602;4586546
47659;84009930;50892593;42724831
47660;47987996;58878674;72021760
47661;40650236;62029556;11045165
47662;46562539;30443884;31146549
47663;66199017;72268003;50300350
47664;34276861;39177792;32846016
47665;76067852;44974910;54717363
47666;67115651;33541953;56011833
47667;48616881;61151273;50220411
47668;19152243;27958894;98685965
47669;41182451;98212449;63391248
47670;76233794;71313762;83079618
47671;5202575;44006882;87977046
47672;4114401;13951357;83919993
47673;77983452;61382245;50131568
47674;1814517;62533704;45562097
47675;51537050;80743393;31828593
47676;94849528;21379136;44588838
47677;16407259;47934503;22515327
47678;56706076;71315082;68965645
47679;91473863;35328392;33040826
47680;71886174;33652277;55375867
47681;95040973;28850529;36505042
47682;98073523;46425064;20932602
47683;72145829;98113653;32942289
47684;26955332;12106792;4657808
47685;10265004;5503951;64697164
47686;43971248;1439071;81920583
47687;91633787;48334876;92018791
47688;52311448;38859109;40975432
47689;86494556;25024030;454846
47690;73346709;27586589;85296749
47691;94579791;67819014;13832766
47692;30646199;268671;30111313
47693;82881548;34302532;87893353
47694;49894713;47943699;65077572
47695;75484427;81714117;81854211
47696;93716513;18940512;5201685
47697;88679564;4457847;10779819
47698;75615342;42637312;23356095
47699;49373654;98323773;7721632
47700;36414325;88075476;53940789
47701;95142487;36610574;20606997
47702;63726985;56738342;1680108
47703;56710440;14655978;31419592
47704;783488;74174377;41379252
47705;16131549;8186227;36893469
47706;53498559;85634508;27447920
47707;4317244;32165535;50003076
47708;71286106;29849689;47718318
47709;53783381;53976378;6573107
47710;56444773;58834011;49847252
47711;4736619;77948365;72864551
47712;41056248;39644016;59295234
47713;20112046;3122563;65820756
47714;40806997;78674350;11836583
47715;8947705;30473817;78650756
47716;88426461;54929319;73687020
47717;11402889;66729522;4293839
47718;53299592;52123410;49021680
47719;562864;21435;27587393
47720;87267771;53582694;75531809
47721;15191943;1820581;56904551
47722;34602202;79233981;43186017
47723;27942519;28450640;51712638
47724;84065402;77179093;64675398
47725;29026320;72558981;10543381
47726;21342340;75379981;57672567
47727;56540421;96960138;76201593
47728;77026800;9062363;4935382
47729;39404638;13240610;32183073
47730;87595480;11852183;38816726
47731;47761141;73904050;75841289
47732;98768601;2683557;93130198
47733;23948190;92608094;8012674
47734;23060106;17899430;98698425
47735;5398392;67780031;26413870
47736;67790786;49926498;6416080
47737;72046801;13408860;97967002
47738;24149012;13724516;9764894
47739;80934314;28831650;39301548
47740;27548702;50814318;60530036
47741;92522797;87250432;97708364
47742;17756761;55228238;45837317
47743;34078647;92164851;38832873
47744;95015757;31634826;25029253
47745;75189100;13493695;39953494
47746;53787047;95952357;23606946
47747;91089836;76497820;39619127
47748;38380467;49020812;71504992
47749;15759874;20680621;14482575
47750;32729244;24833690;64701188
47751;21798673;96848272;40494172
47752;35840381;70942698;30879626
47753;16117537;16288540;67062115
47754;62416163;1556916;97764281
47755;33772854;40502804;38409858
47756;75940339;29901822;42461870
47757;42422854;81849935;15703223
47758;88327747;74472407;20825088
47759;33925611;71280611;9530997
47760;24290646;93514212;2945483
47761;54820242;6184571;41508513
47762;88518582;40120507;78330870
47763;49734615;82061312;62096532
47764;1651518;96196921;97584144
47765;91014350;86257164;47645952
47766;78269202;69759764;67215859
47767;71631838;15130763;91472390
47768;64339655;35031860;38011319
47769;35680870;92346577;59190417
47770;57782523;18651042;6595844
47771;21909714;49884782;48366681
47772;36015093;97265304;56090346
47773;68999723;53751173;1365668
47774;61716132;78143321;76685299
47775;93382618;93222601;7296395
47776;898092;11981332;65395305
47777;88800706;70207863;72456084
47778;1144288;44199142;1294420
47779;77701339;52243875;42925464
47780;88859086;80042516;25544374
47781;87706642;7418383;59188215
47782;71250594;4362334;32626464
47783;84242790;75008163;34209797
47784;13671066;75410054;82503395
47785;33017129;7507019;63537821
47786;4037848;48108385;172675
47787;445225;26650892;88429784
47788;8316053;30250576;96401870
47789;41255071;37190229;68026452
47790;85487482;1306848;89716787
47791;94763185;93166344;55551285
47792;82878423;4799695;20714035
47793;96665062;12779895;80702704
47794;94728504;43258465;52550522
47795;17130969;45828964;71526577
47796;68963896;21819341;8101051
47797;58886383;58580535;9483178
47798;6458758;79669063;4566600
47799;10503485;57807891;94241500
47800;83617368;33496019;86625082
47801;38543108;89092478;90608841
47802;65103192;32804926;95093280
47803;58503321;18533201;7870883
47804;80657442;43816305;34250679
47805;46635591;20478975;35309610
47806;57711744;34534415;56506006
47807;37867716;81300525;50568745
47808;43079793;23302059;66886413
47809;74098131;41616831;21602553
47810;21148434;22719934;64266350
47811;20969510;91578852;85571890
47812;95449910;75914170;89465107
47813;92084534;36087648;20305155
47814;23194668;17804703;73091024
47815;60349776;39790988;86602148
47816;20803482;38752735;27020523
47817;32368379;82861415;35086593
47818;44977393;4920825;88976003
47819;88089232;43177632;4396125
47820;33204787;55004447;68106038
47821;42466839;12134825;67477805
47822;97720867;26626441;17348618
47823;50080971;47221543;46186144
47824;13839323;72593922;37629103
47825;52337093;34743859;91094168
47826;61445835;91615290;32536578
47827;96551223;23355105;71866063
47828;5172965;69792732;7929273
47829;80962572;91848187;84684133
47830;21556527;95266527;75137322
47831;93256754;85842262;93064110
47832;81836114;3747478;44025097
47833;36061491;54958976;15578369
47834;78998952;62887828;30244513
47835;3425346;79324682;39254420
47836;34205466;78855869;59550356
47837;46373835;25305759;61970169
47838;57270178;71908094;34647112
47839;94766040;28198718;36203113
47840;95268684;78770363;45075579
47841;95505745;61124524;1796022
47842;34136403;70371090;76597921
47843;76913895;38399773;93766615
47844;2024292;8259270;55144346
47845;23681653;8484430;34594952
47846;95656562;70398527;23727228
47847;38742520;46071428;70429444
47848;63153838;23210446;83982249
47849;13344433;32437094;48682288
47850;55883503;56468259;95747752
47851;6353637;61414667;52649412
47852;89592969;82069398;46116217
47853;88707768;56241870;4668175
47854;40053864;44752713;63643741
47855;465543;76959500;10396400
47856;50559320;6416249;57680082
47857;38325337;57448309;63500195
47858;55803424;74447421;43205909
47859;82261114;82718182;37090366
47860;70733786;33240295;77037835
47861;9390414;71163877;74845136
47862;68101724;38346105;88240003
47863;35902190;33877041;92038550
47864;90558261;8196190;97693384
47865;3972556;92578899;69685607
47866;50689037;94711855;93193452
47867;10878167;31630946;37569
47868;96588282;63423285;8413179
47869;68374941;54025383;21889024
47870;98550497;79766587;32436700
47871;58325109;4217213;59255647
47872;70431550;87628644;23579208
47873;65398141;75242979;12623774
47874;45319503;5638436;10994315
47875;85294878;64080975;37580865
47876;54350172;39286341;5360678
47877;89852756;84863267;77863680
47878;83993845;39666896;43799585
47879;68463580;51057403;22412910
47880;33984253;60707203;37287302
47881;3886018;18946323;17434975
47882;18124008;26854037;13390053
47883;54582036;13390529;25789490
47884;28737499;84507241;64631257
47885;39619709;66136649;96619398
47886;71398033;5220375;12840470
47887;12126008;31918488;43107879
47888;15503143;22180063;34289926
47889;30509216;46216850;29688254
47890;37971642;40729543;87351380
47891;31606720;88426403;64035902
47892;53442136;75032086;76295667
47893;85627836;39286296;6572703
47894;96852087;8957198;40697973
47895;60278663;3381039;61180287
47896;37700389;13639768;83691830
47897;16615442;56594215;82376174
47898;96612128;82349893;79942039
47899;21660413;9621319;59446731
47900;50420014;95677506;76929958
47901;90147534;29240804;32776320
47902;76234298;78696300;98705629
47903;8643867;38045930;8161998
47904;70133655;18695377;51375195
47905;73133436;76865851;65229381
47906;217988;49718186;10434733
47907;74315898;36721519;40634691
47908;60073747;93632567;33234726
47909;90262881;45193977;41790195
47910;92346805;59137930;83568295
47911;59263053;832958;39718782
47912;44100995;93236980;58243958
47913;10959705;209941;42453207
47914;28961697;51860279;95711918
47915;62347749;52263697;59381373
47916;22234018;69460381;11760353
47917;64641418;84657247;51240342
47918;32791143;67250914;93754748
47919;62683608;47435793;50520566
47920;42683460;44191650;84317128
47921;79292301;91218915;27919853
47922;63285373;6531205;82277985
47923;91711248;28360243;93242169
47924;80037604;86927058;96624026
47925;52509887;20480791;5605688
47926;80686553;2636960;50847174
47927;46948254;46706744;12950888
47928;75160088;89679579;24721666
47929;44012158;1740712;57241880
47930;4221576;23696746;27214503
47931;51195348;8029060;96079235
47932;7227439;28001082;50978187
47933;51727147;15526172;87794035
47934;83810959;90502150;69333725
47935;31630984;29869475;83381529
47936;79591049;19894937;64107707
47937;46986382;91605203;53686892
47938;84542071;34213122;93551065
47939;47485933;78725893;9015474
47940;59919302;7697694;48786339
47941;4183365;80135073;51596960
47942;45264923;7550759;97719648
47943;97702041;6763419;79359773
47944;32255581;32543834;29076315
47945;86226178;79732306;4953293
47946;32889530;1573968;1056760
47947;70817247;71046993;49007260
47948;56740908;49665475;16812060
47949;28519728;4635582;92413100
47950;33858251;80123611;33397659
47951;16261163;39804099;92951357
47952;74984568;72889641;51626991
47953;23281534;32290433;12705816
47954;57613896;4366404;26643114
47955;19891364;90353050;63058334
47956;16652919;68382144;35424596
47957;92632711;76213056;74893354
47958;69062027;16093305;49132013
47959;32023390;68811620;76607011
47960;29462017;79104205;43377699
47961;76999042;63647539;92149822
47962;9403402;57635969;36436176
47963;93093347;24319123;1466005
47964;64996296;30610082;31154827
47965;11290173;67252249;72953725
47966;379499;39292499;88649842
47967;49939297;23152111;65510250
47968;25647382;83773228;15968513
47969;15325584;59641981;78663264
47970;2111974;16085469;21173146
47971;59195630;57572628;3930823
47972;52763997;18048040;51705350
47973;87162585;17871492;43445221
47974;2681035;56627039;27189047
47975;4986866;1162970;53243717
47976;79391527;54833959;35352916
47977;76233673;67116699;25515284
47978;69846569;79013932;89933856
47979;27179657;38935642;44005735
47980;4142538;40396941;46197708
47981;95963860;718534;30103103
47982;98514616;6850607;23551252
47983;61516789;7991543;7443810
47984;23084134;55848068;18724358
47985;63250047;35885691;18646530
47986;79914994;59925508;15932623
47987;22554176;49599238;22158993
47988;15165768;20654481;93847907
47989;38227815;8460531;53184771
47990;6947385;96128349;63194459
47991;90869122;45580297;73471243
47992;31952750;49755367;53999600
47993;93740217;28342972;23176900
47994;4862226;74149694;78468380
47995;32222794;14981066;38220011
47996;13434675;31274122;89147302
47997;40918441;44623399;62942564
47998;44247185;61623681;3221065
47999;11654969;71965881;2090071
48000;26437516;49941988;21506971
48001;77249898;1658594;86435770
48002;56663921;20734137;70999103
48003;75823191;40793659;17387126
48004;65193308;47286606;42544361
48005;53082692;52467890;7214397
48006;44809009;61106823;55076958
48007;24200410;36221546;68857487
48008;68512540;34215372;74851365
48009;45420360;29354715;29530922
48010;58758931;22036608;27647517
48011;95808556;55840842;18539379
48012;91092496;19838379;36871103
48013;40819011;9125607;76121366
48014;52780067;53634539;10427851
48015;44242961;53233301;63416239
48016;56332563;48266622;33034174
48017;37123259;14366636;27477016
48018;95039418;7323786;37622948
48019;773971;72343395;58359380
48020;58601348;8764708;32407904
48021;6677150;95296835;83802054
48022;60436640;85902626;56751604
48023;27322678;25592891;43839499
48024;68300808;27608459;11594807
48025;46958824;88467579;12443287
48026;95361074;84768410;96013835
48027;77812364;48663859;94242894
48028;3764005;19013295;2191288
48029;49272029;87780183;57140069
48030;81785855;36171937;42651428
48031;77044843;71336505;34344202
48032;85759581;94764052;16851216
48033;73765227;82880460;59669718
48034;86149057;82480536;71346251
48035;91691906;44807984;47885918
48036;50524681;34955813;21084362
48037;33047840;29134973;97553920
48038;57053896;42652801;35337285
48039;82821477;80942177;71163574
48040;44563361;74421508;69451975
48041;44269856;83438069;76725559
48042;48000939;639758;87452428
48043;17722230;16132369;23251957
48044;83285938;77777109;90860423
48045;55054251;45768622;68601626
48046;44750345;46437131;40355473
48047;13440427;69392635;1865383
48048;37379940;86001728;76805203
48049;352740;42864364;46036001
48050;58691589;3644658;47979648
48051;39015688;8490826;5490708
48052;83555681;56498308;31473679
48053;46740389;47627848;29528796
48054;14805771;56559288;10176535
48055;58461375;41999155;10408747
48056;5073890;72048893;17154280
48057;37943339;55027210;85083271
48058;82087717;49172358;6426571
48059;77353602;95507788;47361
48060;43105996;57835211;42819090
48061;78707144;2008541;95480950
48062;65058045;67182053;42207417
48063;16222034;91058954;8189830
48064;68207830;54114142;28598258
48065;15498924;58203004;18016572
48066;8680674;63106299;51116852
48067;53439377;45429804;2157761
48068;33784037;8669675;97248749
48069;52697631;51756745;63185701
48070;47064999;53659869;13870823
48071;94588300;66809004;28951934
48072;42541415;24686669;5762141
48073;44590642;90755603;93041422
48074;48983558;67852730;52473848
48075;87470600;49848653;73196511
48076;13870989;76572770;19791575
48077;54265723;55833685;2486108
48078;29426341;77490095;19178656
48079;17663229;93000263;95775838
48080;27353938;21436621;60824294
48081;24800018;6975914;61957922
48082;45576836;33658227;20169012
48083;31768559;20216765;66548014
48084;35175473;72773373;35713851
48085;5120030;74612714;12795862
48086;24258676;91617390;85118494
48087;79563137;91569022;45165741
48088;70345028;12781117;32866386
48089;35765979;16818496;95896247
48090;5871842;94881722;85431590
48091;92641504;1441816;83344437
48092;27076371;73295788;74795532
48093;9411073;23455115;13126923
48094;68884071;98353732;13166657
48095;77986627;4294733;30920209
48096;48949146;60436337;38186484
48097;42680441;12908639;26649164
48098;76595818;41353639;4062946
48099;27668154;17933764;29638926
48100;71324389;43271279;88382508
48101;64903591;19444644;44929155
48102;39171523;57293947;34939551
48103;87275760;68632895;78212930
48104;4215711;63432167;57429711
48105;73363954;48051835;1741688
48106;14883490;498892;540093
48107;18615940;49576315;13062934
48108;16586497;26368148;16285353
48109;49834767;27636289;20016513
48110;50446102;26086151;73398988
48111;89583365;11719013;22693733
48112;65338122;82863940;16849346
48113;5454766;55243408;4107631
48114;72792349;77601859;398615
48115;61949907;91160809;4556875
48116;82072413;26837553;48352112
48117;98422783;24204552;90356181
48118;93385098;47840214;52001531
48119;83398892;36299903;59271783
48120;93441106;30422403;46078895
48121;46536679;29928851;77657759
48122;24979793;97354213;10298000
48123;78711662;65062803;43476483
48124;86623481;41765595;6443691
48125;78228366;58298184;96438826
48126;46148767;88335518;98084896
48127;20233026;69080404;12167342
48128;26305591;60957742;98556055
48129;32487370;49416755;368392
48130;59842940;19622387;55470320
48131;32498063;16658094;76884278
48132;55798074;60647429;90602719
48133;82254932;58394380;34892699
48134;59117351;23358610;22845143
48135;63701664;74959116;71345659
48136;41233634;73649045;53146368
48137;52437270;94091918;12064204
48138;80619247;70314836;35836955
48139;46376754;88973840;7894042
48140;98455423;75043421;48657232
48141;79510487;36771087;96292574
48142;44520055;85443098;95854837
48143;58647839;33446787;29307086
48144;81564499;24948318;40899796
48145;53436720;20110924;20695847
48146;91211112;91652223;47296218
48147;10369600;55166311;65855044
48148;37486565;70749076;55532818
48149;23120771;77516966;24279888
48150;72893115;82555989;13687345
48151;13120218;8817598;87950018
48152;71080457;34015441;33301155
48153;12709492;76864831;73999937
48154;81983775;9545500;61181686
48155;59068820;68670691;64534305
48156;38024829;93326570;73667709
48157;67501278;91107637;52568474
48158;34724932;58594724;63598239
48159;26430387;36681961;76652616
48160;19701613;65614403;5442098
48161;24461793;30669812;35883083
48162;54739515;36341434;15452692
48163;61993948;92210893;28082758
48164;37626369;37969622;85761952
48165;61930861;14241672;71422519
48166;24501415;80338977;63119797
48167;50599286;40314242;65924148
48168;20211596;95650087;54804905
48169;96552380;50079707;35292818
48170;66102727;13148783;16104997
48171;41351837;94598122;19125005
48172;62574877;71282198;6520988
48173;95587051;31936957;61120448
48174;52138268;74728088;12549756
48175;60694186;10216170;23873396
48176;10178745;91927213;42063674
48177;53586957;39343880;56156981
48178;28568811;91682137;12734220
48179;26647759;69726852;38383234
48180;97402616;36240998;59717518
48181;11308548;36083294;75072117
48182;70322430;31537471;43186634
48183;7871772;34456793;65063309
48184;74483958;74696786;53332419
48185;55996567;41419960;9121253
48186;67271347;89430076;21898261
48187;7089053;19956231;46412641
48188;76539222;47061105;92188793
48189;19597868;50393229;20548006
48190;32389428;28565011;69000631
48191;81015460;46406543;59613271
48192;37293249;94131350;65221751
48193;66228432;48355848;11777159
48194;74084666;10744835;83855272
48195;16495465;13605875;83277266
48196;13677552;31056255;72917709
48197;15382904;55885910;7280893
48198;15269771;45238735;28301618
48199;39044378;25770157;40091012
48200;84457321;32787566;74231461
48201;7807779;58191072;34507672
48202;43013644;33781800;88267521
48203;33035657;95708696;86018349
48204;46256238;86994480;17302662
48205;77841352;33004752;71382299
48206;12570438;69675060;31877715
48207;70370007;18513845;848607
48208;2076210;91642012;77253615
48209;2040394;25711360;94129953
48210;83357787;61880157;32430195
48211;18822236;86972626;41671805
48212;45033082;73473729;93852454
48213;78601588;37069153;3581148
48214;36225624;29300145;31099200
48215;20628959;16522719;68422097
48216;54356965;50231677;32742877
48217;85754245;49045652;41747648
48218;66099009;17371574;10979248
48219;76009104;49301575;18806150
48220;86344112;87745107;40440234
48221;87389337;58622550;22048580
48222;46494719;61064559;66155257
48223;13164997;32412920;88669941
48224;2441449;92787391;33447335
48225;35107414;11107064;63501417
48226;61807143;6491849;96489823
48227;72626873;34910687;52152842
48228;16568048;10260962;88571797
48229;25465125;4794770;58741344
48230;21256569;36691720;21561924
48231;59567188;91212429;11069135
48232;85887459;68865921;16840248
48233;64270888;49467124;58449313
48234;89085472;60123451;14371705
48235;28238808;32404885;31787722
48236;29204464;38878982;16019904
48237;77886467;39522209;22755602
48238;55059561;17333390;50382301
48239;14085799;81130485;18626549
48240;84609780;25251098;33661675
48241;50415512;2629427;59504291
48242;89517922;27094881;3094676
48243;45577152;9509802;52317547
48244;54125035;71546107;53723446
48245;91650323;40624546;61742730
48246;32254595;88396395;96584618
48247;73487243;78474324;22180982
48248;88647344;49149132;57501108
48249;93211328;53806954;56450388
48250;63441744;56805303;76364296
48251;9046377;57846004;76577849
48252;59827962;66666188;34126088
48253;65111267;40834471;45801858
48254;74360139;48676171;68964278
48255;60480982;29596734;46973211
48256;70586794;18163574;52250623
48257;29993702;24112431;29875347
48258;88699520;14057894;27537083
48259;78241895;6355096;24197977
48260;60687353;58533805;30905054
48261;8644997;84790663;49367381
48262;73726128;76818065;80517221
48263;32097749;45097970;73412943
48264;87589997;23682089;49849941
48265;11946727;610087;7120677
48266;76444986;23253948;3920509
48267;64207544;65256896;73592228
48268;94191229;2042315;45775941
48269;18510887;51832850;6455145
48270;81416662;45743615;82621965
48271;89135162;3137354;32489738
48272;60153881;77323763;53240879
48273;40205590;45955615;77319862
48274;22073086;45825069;83541444
48275;73790089;48981376;54026005
48276;67410627;86710324;2711640
48277;5368803;13970205;52689487
48278;46284269;53514478;14703744
48279;81186136;37254364;61988410
48280;15998343;77789601;27987256
48281;59004761;38580186;18719592
48282;33202303;92915713;89266752
48283;95313431;87599258;20346111
48284;77348101;90293520;17570982
48285;53755378;32529267;73406261
48286;10632124;31147858;55788047
48287;90083441;49763285;96738578
48288;33534504;25519077;82888089
48289;42359790;84114611;5027099
48290;28736826;52843744;65376633
48291;72879739;28828431;37564753
48292;93484927;69036039;29684100
48293;7221005;59198306;19855849
48294;8361730;82823610;64584317
48295;5538849;74021780;11645826
48296;59174835;63241942;80896293
48297;93521251;10052093;14576070
48298;4193199;79295342;2057685
48299;55450195;62302738;3694582
48300;17295689;10039572;48533665
48301;56961756;74986415;34088308
48302;62275322;97202867;57939180
48303;84210071;7071548;79528843
48304;40545121;7709599;54138006
48305;78404152;58541030;55304906
48306;76075224;70168809;11376919
48307;9881717;55368379;78193325
48308;51918433;10519234;17698231
48309;35491391;57520294;44085291
48310;32234241;22100964;80133163
48311;19860941;85766341;3261615
48312;12085547;23939255;90763299
48313;21548673;47243881;40744341
48314;26948816;23785580;55005675
48315;66111428;91311431;13424047
48316;70392948;15360063;73769985
48317;54883125;78006260;90915465
48318;52321865;79408729;97101331
48319;37791174;93661542;13339628
48320;11311736;78729336;83028279
48321;96168300;14327941;13807593
48322;6094753;63621926;41938396
48323;72922044;24627767;40439500
48324;2442361;66773514;79579552
48325;57036356;40345178;15596853
48326;14307509;87053229;9287420
48327;69695985;72298089;43882742
48328;13240419;31849535;86758419
48329;32469685;71100480;27633154
48330;22786535;90532756;44430010
48331;34659727;39658817;38064425
48332;76142987;8951868;2897841
48333;56468796;92998142;98527001
48334;41065816;89679791;34272635
48335;66434487;47103175;19445081
48336;87517965;75760593;21666527
48337;73823516;89516874;11661881
48338;40061464;38448924;13816834
48339;13340677;32038405;72667241
48340;59864335;91630787;93271172
48341;75126710;94296620;26316556
48342;60761433;65617514;80028465
48343;51244664;64727195;16581357
48344;21545467;69807496;74928641
48345;73687998;66005946;60446359
48346;97353057;64651263;70135780
48347;15466106;34034693;59636531
48348;89188136;25127257;2923118
48349;44330174;63944704;36299098
48350;5957432;2169452;71994210
48351;52708799;64167481;29199910
48352;88533080;31800077;59371164
48353;39852828;93328505;60970317
48354;62197412;12217334;39060154
48355;72699263;25141585;24487353
48356;13128997;93961889;97400547
48357;3436463;89199007;7240668
48358;41878080;61569097;28783578
48359;85109506;38804294;75247979
48360;15040379;48697561;49490800
48361;46458027;44717681;81484230
48362;3591950;94823856;10497287
48363;20227153;71943910;34142013
48364;42492400;98288108;18460027
48365;2627183;96564332;93573269
48366;88712693;18635610;6866091
48367;88999110;22492528;93010937
48368;25759422;78512913;79285138
48369;77925310;74994860;26722816
48370;6663286;9925659;57239996
48371;83332853;47946251;14704921
48372;65222024;18464710;3378413
48373;42893231;83925060;67436286
